,"Unnamed: 0","Id_x","R_x","Nome","Squadra_x","Pg","Mv","Mf","WeightedPerf","Name","Id_y","R_y","Squadra_y","Qt. Amantra","Qt. Imantra","Diff.","ComputedPrices"
120,120,532,"A","FALCINELLI","Bologna",11,5.45,5.55,1.60657894736842,"FALCINELLI",532,"Pc","Bologna",5,5,0,-10.7409283171528
27,27,169,"D","TOMOVIC","Chievo",10,5.6,5.85,1.53947368421053,"TOMOVIC",169,"Dd;Dc","SPAL",4,4,0,-11.377524389131
76,76,367,"C","BONAVENTURA","Milan",8,6.12,7.25,1.52631578947368,"BONAVENTURA",367,"C;W;T","Milan",18,18,0,-11.5023471483425
294,294,2793,"D","OPOKU","Udinese",11,5.45,5.23,1.51394736842105,"OPOKU",2793,"Dc","Udinese",2,2,0,-11.6196805420012
313,313,2855,"C","VIEIRA","Sampdoria",10,5.8,5.7,1.5,"VIEIRA",2855,"M;C","Sampdoria",4,4,0,-11.7519926667653
86,86,393,"D","LUPERTO","Napoli",10,5.65,5.65,1.48684210526316,"LUPERTO",393,"Ds;Dc","Napoli",3,3,0,-11.8768154259767
262,262,2653,"D","LYKOGIANNIS","Cagliari",10,5.5,5.55,1.46052631578947,"LYKOGIANNIS",2653,"Ds;E","Cagliari",4,4,0,-12.1264609443996
508,508,,,,,,,,1.44795215493371,"TREMOLADA",4450,"T","Brescia",1,1,0,-12.2457460948112
509,509,,,,,,,,1.44795215493371,"FAGIOLI",4465,"T","Juventus",1,1,0,-12.2457460948112
510,510,,,,,,,,1.44795215493371,"ROSSIF",2297,"Por","Atalanta",1,1,0,-12.2457460948112
511,511,,,,,,,,1.44795215493371,"DACOSTA",40,"Por","Bologna",1,1,0,-12.2457460948112
512,512,,,,,,,,1.44795215493371,"SARRM",42,"Por","Bologna",1,1,0,-12.2457460948112
513,513,,,,,,,,1.44795215493371,"ALFONSO",4440,"Por","Brescia",1,1,0,-12.2457460948112
514,514,,,,,,,,1.44795215493371,"ANDRENACCI",4441,"Por","Brescia",1,1,0,-12.2457460948112
515,515,,,,,,,,1.44795215493371,"CEROFOLINI",2294,"Por","Fiorentina",1,1,0,-12.2457460948112
516,516,,,,,,,,1.44795215493371,"BLEVE",4468,"Por","Lecce",1,1,0,-12.2457460948112
517,517,,,,,,,,1.44795215493371,"MILLI",4469,"Por","Lecce",1,1,0,-12.2457460948112
518,518,,,,,,,,1.44795215493371,"VIGORITO",2809,"Por","Lecce",1,1,0,-12.2457460948112
519,519,,,,,,,,1.44795215493371,"DONNARUMMAAN",216,"Por","Milan",1,1,0,-12.2457460948112
520,520,,,,,,,,1.44795215493371,"COLOMBI",412,"Por","Parma",1,1,0,-12.2457460948112
521,521,,,,,,,,1.44795215493371,"THIAMD",4485,"Por","SPAL",1,1,0,-12.2457460948112
522,522,,,,,,,,1.44795215493371,"ZACCAGNO",2270,"Por","Torino",1,1,0,-12.2457460948112
523,523,,,,,,,,1.44795215493371,"BERARDIA",4491,"Por","Verona",1,1,0,-12.2457460948112
524,524,,,,,,,,1.44795215493371,"BORGHETTO",4410,"Por","Verona",1,1,0,-12.2457460948112
525,525,,,,,,,,1.44795215493371,"RADUNOVIC",3,"Por","Verona",1,1,0,-12.2457460948112
526,526,,,,,,,,1.44795215493371,"ALASTRA",654,"Por","Parma",1,1,0,-12.2457460948112
527,527,,,,,,,,1.44795215493371,"RUSSOA",4518,"Por","Sassuolo",1,1,0,-12.2457460948112
528,528,,,,,,,,1.44795215493371,"LETICA",4520,"Por","SPAL",1,1,0,-12.2457460948112
529,529,,,,,,,,1.44795215493371,"AVOGADRI",4523,"Por","Sampdoria",1,1,0,-12.2457460948112
530,530,,,,,,,,1.44795215493371,"GEMELLO",4525,"Por","Torino",1,1,0,-12.2457460948112
531,531,,,,,,,,1.44795215493371,"ESPOSITOSE",4463,"Pc","Inter",1,1,0,-12.2457460948112
532,532,,,,,,,,1.44795215493371,"SALCEDOE",2304,"Pc","Verona",1,1,0,-12.2457460948112
533,533,,,,,,,,1.44795215493371,"ADORANTE",4387,"Pc","Parma",1,1,0,-12.2457460948112
534,534,,,,,,,,1.44795215493371,"RAUTI",4489,"Pc","Torino",1,1,0,-12.2457460948112
535,535,,,,,,,,1.44795215493371,"TUPTA",767,"Pc","Verona",1,1,0,-12.2457460948112
536,536,,,,,,,,1.44795215493371,"VIVIANIM",4451,"M;C","Brescia",1,1,0,-12.2457460948112
537,537,,,,,,,,1.44795215493371,"ROVELLA",4459,"M;C","Genoa",1,1,0,-12.2457460948112
538,538,,,,,,,,1.44795215493371,"STREFEZZA",4486,"E;W","SPAL",1,1,0,-12.2457460948112
539,539,,,,,,,,1.44795215493371,"TERZIC",4375,"Ds;E","Fiorentina",1,1,0,-12.2457460948112
540,540,,,,,,,,1.44795215493371,"GALLO",4502,"Ds;E","Lecce",1,1,0,-12.2457460948112
541,541,,,,,,,,1.44795215493371,"RANIERIL",4378,"Ds;Dc","Fiorentina",1,1,0,-12.2457460948112
542,542,,,,,,,,1.44795215493371,"BOUAH",4481,"Dd;E","Roma",1,1,0,-12.2457460948112
543,543,,,,,,,,1.44795215493371,"GILLI",4488,"Dd;E","Torino",1,1,0,-12.2457460948112
544,544,,,,,,,,1.44795215493371,"CRESCENZI",457,"Dd;Ds;E","Verona",1,1,0,-12.2457460948112
545,545,,,,,,,,1.44795215493371,"OKOLI",4432,"Dc","Atalanta",1,1,0,-12.2457460948112
546,546,,,,,,,,1.44795215493371,"MANGRAVITI",4504,"Dc","Brescia",1,1,0,-12.2457460948112
547,547,,,,,,,,1.44795215493371,"RIZZON",4392,"Dc","Genoa",1,1,0,-12.2457460948112
548,548,,,,,,,,1.44795215493371,"JORGESILVA",4467,"Dc","Lazio",1,1,0,-12.2457460948112
549,549,,,,,,,,1.44795215493371,"RICCARDID",4473,"Dc","Lecce",1,1,0,-12.2457460948112
550,550,,,,,,,,1.44795215493371,"GABBIA",4401,"Dc","Milan",1,1,0,-12.2457460948112
551,551,,,,,,,,1.44795215493371,"MINELLI",4480,"Dc","Parma",1,1,0,-12.2457460948112
552,552,,,,,,,,1.44795215493371,"BUONGIORNO",2724,"Dc","Torino",1,1,0,-12.2457460948112
553,553,,,,,,,,1.44795215493371,"CIPRIANO",4509,"Dc","Lazio",1,1,0,-12.2457460948112
554,554,,,,,,,,1.44795215493371,"COLLEYE",4435,"C;W;T","Atalanta",1,1,0,-12.2457460948112
555,555,,,,,,,,1.44795215493371,"ZENNARO",4383,"C;T","Genoa",1,1,0,-12.2457460948112
556,556,,,,,,,,1.44795215493371,"DEANGELIS",4490,"C;T","Torino",1,1,0,-12.2457460948112
557,557,,,,,,,,1.44795215493371,"AGOUME",4411,"C","Inter",1,1,0,-12.2457460948112
558,558,,,,,,,,1.44795215493371,"NICOLUSSICAVIGLIA",4349,"C","Juventus",1,1,0,-12.2457460948112
559,559,,,,,,,,1.44795215493371,"LUCASFELIPPE",4499,"C","Verona",1,1,0,-12.2457460948112
560,560,,,,,,,,1.44795215493371,"CAMBIAGHI",4436,"A","Atalanta",1,1,0,-12.2457460948112
561,561,,,,,,,,1.44795215493371,"CANGIANO",4483,"A","Bologna",1,1,0,-12.2457460948112
562,562,,,,,,,,1.44795215493371,"BAHLOULI",4508,"A","Sampdoria",1,1,0,-12.2457460948112
166,166,1852,"D","SPINAZZOLA","Juventus",9,6,6.11,1.44710526315789,"SPINAZZOLA",1852,"Ds;E","Roma",7,7,0,-12.2537801587953
41,41,244,"D","GHIGLIONE","Frosinone",9,5.83,5.94,1.40684210526316,"GHIGLIONE",244,"Dd;E","Genoa",4,3,1,-12.6357378019821
29,29,173,"C","CAPEZZI","Empoli",10,5.65,5.3,1.39473684210526,"CAPEZZI",173,"M;C","Sampdoria",3,3,0,-12.7505747404567
1,1,11,"D","CONTI","Milan",9,5.78,5.83,1.38078947368421,"CONTI",11,"Dd;E","Milan",5,5,0,-12.8828868652208
299,299,2815,"P","TERRACCIANO","Fiorentina",10,6.35,5.05,1.32894736842105,"TERRACCIANO",2815,"Por","Fiorentina",1,1,0,-13.3746885365138
185,185,1976,"C","MAZZITELLI","Genoa",9,5.72,5.56,1.31684210526316,"MAZZITELLI",1976,"C","Sassuolo",2,2,0,-13.4895254749883
250,250,2290,"C","EYSSERIC","Fiorentina",8,5.94,6,1.26315789473684,"EYSSERIC",2290,"W;T","Fiorentina",4,4,0,-13.9988023325709
128,128,570,"P","KARNEZIS","Napoli",9,6.11,5.33,1.26236842105263,"KARNEZIS",570,"Por","Napoli",1,1,0,-14.0062916981236
34,34,218,"P","PERIN","Juventus",9,5.89,4.94,1.17,"PERIN",218,"Por","Juventus",1,1,0,-14.8825474677877
205,205,2076,"C","ROG","Napoli",7,6.07,6.29,1.15868421052632,"ROG",2076,"C","Cagliari",10,10,0,-14.9898950407095
281,281,2772,"D","DURMISI","Lazio",8,5.56,5.31,1.11789473684211,"DURMISI",2772,"Ds;E","Lazio",2,2,0,-15.3768455942649
181,181,1939,"A","LAPADULA","Genoa",6,5.67,6.08,0.96,"LAPADULA",1939,"Pc","Lecce",13,14,-1,-16.874718704802
4,4,27,"C","GRASSI","Parma",6,5.83,5.83,0.920526315789474,"GRASSI",27,"C","Parma",7,7,0,-17.2491869824363
173,173,1872,"C","DESSENA","Cagliari",6,5.67,5.42,0.85578947368421,"DESSENA",1872,"E;M","Brescia",5,5,0,-17.8633149577565
267,267,2741,"C","PESSINA","Atalanta",5,6.1,6.3,0.828947368421053,"PESSINA",2741,"C","Verona",3,3,0,-18.1179533865477
252,252,2317,"A","BRIGNOLA","Sassuolo",5,5.8,6.2,0.81578947368421,"BRIGNOLA",2317,"A","Sassuolo",3,3,0,-18.2427761457592
61,61,305,"C","STURARO","Genoa",5,5.7,6.1,0.802631578947368,"STURARO",305,"M;C","Genoa",6,6,0,-18.3675989049706
161,161,819,"A","FAVILLI","Genoa",5,5.7,5.9,0.776315789473684,"FAVILLI",819,"Pc","Genoa",3,3,0,-18.6172444233934
238,238,2243,"C","CICIRETTI","Parma",5,5.6,5.6,0.736842105263158,"CICIRETTI",2243,"W;T","Napoli",1,1,0,-18.9917127010277
163,163,1839,"A","EDERA","Bologna",5,5.5,5.4,0.710526315789474,"EDERA",1839,"A","Torino",3,3,0,-19.2413582194505
222,222,2172,"C","BARAK","Udinese",5,5.4,5.4,0.710526315789474,"BARAK",2172,"T","Udinese",10,10,0,-19.2413582194505
138,138,631,"C","VIVIANI","Frosinone",5,5.4,5.3,0.697368421052632,"VIVIANI",631,"M;C","SPAL",4,4,0,-19.366180978662
162,162,824,"D","ADJAPONG","Sassuolo",4,6,6.62,0.696842105263158,"ADJAPONG",824,"Dd;E","Verona",3,3,0,-19.3711738890304
319,319,4302,"D","SIERRALTA","Parma",5,5.5,4.9,0.644736842105263,"SIERRALTA",4302,"Dd;Dc","Udinese",2,2,0,-19.8654720155076
132,132,606,"A","THEREAU","Cagliari",4,5.75,5.75,0.605263157894737,"THEREAU",606,"A","Fiorentina",1,1,0,-20.2399402931419
309,309,2841,"A","VLAHOVIC","Fiorentina",4,5.62,5.62,0.591578947368421,"VLAHOVIC",2841,"Pc","Fiorentina",3,3,0,-20.3697559627218
289,289,2787,"D","DICKMANN","SPAL",4,5.5,5.38,0.566315789473684,"DICKMANN",2787,"Dd;E","SPAL",3,3,0,-20.6094156604077
83,83,387,"P","REINA","Milan",4,6.38,5.12,0.538947368421053,"REINA",387,"Por","Milan",1,1,0,-20.8690469995675
106,106,490,"D","REGINI","SPAL",3,6,6,0.473684210526316,"REGINI",490,"Ds;Dc;E","Sampdoria",2,2,0,-21.4881678852561
130,130,589,"C","BADU","Udinese",3,6,6,0.473684210526316,"BADU",589,"M;C","Verona",6,6,0,-21.4881678852561
326,326,4333,"A","DESPODOV","Cagliari",3,5.67,5.67,0.447631578947368,"DESPODOV",4333,"A","Cagliari",2,2,0,-21.7353169484947
305,305,2833,"C","KULUSEVSKI","Atalanta",3,5.5,5.5,0.434210526315789,"KULUSEVSKI",2833,"C;T","Parma",4,4,0,-21.8626361628904
112,112,510,"P","PEGOLO","Sassuolo",3,6,4.5,0.355263157894737,"PEGOLO",510,"Por","Sassuolo",1,1,0,-22.6115727181589
141,141,640,"D","CHIRICHES","Napoli",2,6.25,6.25,0.328947368421053,"CHIRICHES",640,"Dc","Napoli",4,4,0,-22.8612182365817
67,67,318,"P","MARCHETTI","Genoa",4,5.75,3.12,0.328421052631579,"MARCHETTI",318,"Por","Genoa",1,1,0,-22.8662111469502
49,49,261,"D","RANOCCHIA","Inter",2,6,5.75,0.302631578947368,"RANOCCHIA",261,"Dc","Inter",3,2,1,-23.1108637550046
327,327,4338,"C","JANKOVIC","SPAL",2,6,5.75,0.302631578947368,"JANKOVIC",4338,"W;T","SPAL",3,3,0,-23.1108637550046
290,290,2788,"D","BREMER","Torino",2,5.75,5.5,0.289473684210526,"BREMER",2788,"Dc","Torino",4,4,0,-23.235686514216
271,271,2747,"D","PAZ","Bologna",2,5.5,5.25,0.276315789473684,"PAZ",2747,"Ds;Dc","Bologna",1,1,0,-23.3605092734274
280,280,2770,"P","PROTO","Lazio",2,6,3.75,0.197368421052632,"PROTO",2770,"Por","Lazio",1,1,0,-24.1094458286959
266,266,2739,"D","RECA","Atalanta",1,6.5,6.5,0.171052631578947,"RECA",2739,"Ds;E","SPAL",3,3,0,-24.3590913471188
321,321,4325,"P","JANDREI","Genoa",1,6.5,5.5,0.144736842105263,"JANDREI",4325,"Por","Genoa",1,1,0,-24.6087368655416
331,331,4359,"A","PICCOLI","Atalanta",1,5.5,5.5,0.144736842105263,"PICCOLI",4359,"Pc","Atalanta",1,1,0,-24.6087368655416
335,335,4370,"C","PORTANOVA","Juventus",1,6,5.5,0.144736842105263,"PORTANOVA",4370,"C","Juventus",1,1,0,-24.6087368655416
178,178,1930,"P","PINSOGLIO","Juventus",1,5.5,3.5,0.092105263157895,"PINSOGLIO",1930,"Por","Juventus",1,1,0,-25.1080279023873
66,66,317,"P","GUERRIERI","Lazio",1,5.5,2.5,0.065789473684211,"GUERRIERI",317,"Por","Lazio",1,1,0,-25.3576734208101
44,44,248,"P","BERNI","Inter",0,0,0,0,"BERNI",248,"Por","Inter",1,1,0,-25.9817872168672
82,82,385,"P","GABRIEL","Milan",0,0,0,0,"GABRIEL",385,"Por","Lecce",6,6,0,-25.9817872168672
87,87,395,"D","STRINIC","Milan",0,0,0,0,"STRINIC",395,"Ds;E","Milan",2,2,0,-25.9817872168672
123,123,543,"P","PADELLI","Inter",0,0,0,0,"PADELLI",543,"Por","Inter",1,1,0,-25.9817872168672
131,131,600,"C","VERRE","Sampdoria",0,0,0,0,"VERRE",600,"C;T","Verona",6,6,0,-25.9817872168672
134,134,611,"P","RAFAEL","Cagliari",0,0,0,0,"RAFAEL",611,"Por","Cagliari",2,1,1,-25.9817872168672
145,145,673,"P","PERISAN","Udinese",0,0,0,0,"PERISAN",673,"Por","Udinese",1,1,0,-25.9817872168672
164,164,1847,"D","CALDARA","Milan",0,0,0,0,"CALDARA",1847,"Dc","Milan",4,4,0,-25.9817872168672
182,182,1946,"P","ARESTI","Cagliari",0,0,0,0,"ARESTI",1946,"Por","Cagliari",1,1,0,-25.9817872168672
203,203,2073,"A","RAGUSA","Sassuolo",0,0,0,0,"RAGUSA",2073,"A","Verona",3,3,0,-25.9817872168672
204,204,2075,"C","CRISTOFORO","Fiorentina",0,0,0,0,"CRISTOFORO",2075,"M;C","Fiorentina",3,3,0,-25.9817872168672
212,212,2134,"P","FALCONE","Sampdoria",0,0,0,0,"FALCONE",2134,"Por","Sampdoria",1,1,0,-25.9817872168672
214,214,2146,"A","HAN","Cagliari",0,0,0,0,"HAN",2146,"Pc","Cagliari",3,3,0,-25.9817872168672
216,216,2163,"A","CORNELIUS","Atalanta",0,0,0,0,"CORNELIUS",2163,"Pc","Parma",7,7,0,-25.9817872168672
223,223,2174,"D","VENUTI","Fiorentina",0,0,0,0,"VENUTI",2174,"Dd;Ds;E","Fiorentina",5,5,0,-25.9817872168672
230,230,2193,"C","GONALONS","Roma",0,0,0,0,"GONALONS",2193,"M;C","Roma",4,4,0,-25.9817872168672
241,241,2271,"P","NICOLAS","Udinese",0,0,0,0,"NICOLAS",2271,"Por","Udinese",1,1,0,-25.9817872168672
254,254,2325,"A","KARAMOH","Inter",0,0,0,0,"KARAMOH",2325,"A","Parma",12,12,0,-25.9817872168672
276,276,2761,"P","VODISEK","Genoa",0,0,0,0,"VODISEK",2761,"Por","Genoa",1,1,0,-25.9817872168672
286,286,2781,"P","FUZATO","Roma",0,0,0,0,"FUZATO",2781,"Por","Roma",1,1,0,-25.9817872168672
287,287,2783,"D","BIANDA","Roma",0,0,0,0,"BIANDA",2783,"Dc","Roma",1,1,0,-25.9817872168672
292,292,2790,"P","ROSATI","Torino",0,0,0,0,"ROSATI",2790,"Por","Torino",1,1,0,-25.9817872168672
295,295,2794,"A","MICIN","Udinese",0,0,0,0,"MICIN",2794,"A","Udinese",1,1,0,-25.9817872168672
306,306,2835,"C","KINGSLEY","Bologna",0,0,0,0,"KINGSLEY",2835,"C;T","Bologna",3,2,1,-25.9817872168672
308,308,2839,"A","SOTTIL","Fiorentina",0,0,0,0,"SOTTIL",2839,"A","Fiorentina",4,3,1,-25.9817872168672
310,310,2852,"C","RICCARDI","Roma",0,0,0,0,"RICCARDI",2852,"C;T","Roma",1,1,0,-25.9817872168672
311,311,2853,"A","MONCINI","SPAL",0,0,0,0,"MONCINI",2853,"Pc","SPAL",5,5,0,-25.9817872168672
322,322,4327,"C","OLIVA","Cagliari",0,0,0,0,"OLIVA",4327,"M","Cagliari",3,3,0,-25.9817872168672
324,324,4331,"D","IBANEZ","Atalanta",0,0,0,0,"IBANEZ",4331,"Dc","Atalanta",2,2,0,-25.9817872168672
328,328,4346,"A","MILLICO","Torino",0,0,0,0,"MILLICO",4346,"A","Torino",1,1,0,-25.9817872168672
329,329,4351,"P","BRANCOLINI","Fiorentina",0,0,0,0,"BRANCOLINI",4351,"Por","Fiorentina",1,1,0,-25.9817872168672
330,330,4353,"C","MONTIEL","Fiorentina",0,0,0,0,"MONTIEL",4353,"T;A","Fiorentina",1,1,0,-25.9817872168672
332,332,4364,"C","GAETANO","Napoli",0,0,0,0,"GAETANO",4364,"T","Napoli",1,1,0,-25.9817872168672
333,333,4365,"D","CORBO","Bologna",0,0,0,0,"CORBO",4365,"Dc","Bologna",1,1,0,-25.9817872168672
334,334,4368,"A","JUWARA","Chievo",0,0,0,0,"JUWARA",4368,"A","Bologna",1,1,0,-25.9817872168672
336,336,4371,"A","RASPADORI","Sassuolo",0,0,0,0,"RASPADORI",4371,"Pc","Sassuolo",1,1,0,-25.9817872168672
